Année,Catégorie,Sous-catégorie,Valeur
1990,Indicateur microfinance,Taux de penetration demographique des services de microfinance
1991,Indicateur microfinance,Taux de penetration demographique des services de microfinance
1992,Indicateur microfinance,Taux de penetration demographique des services de microfinance
1993,Indicateur microfinance,Taux de penetration demographique des services de microfinance
1994,Indicateur microfinance,Taux de penetration demographique des services de microfinance
1995,Indicateur microfinance,Taux de penetration demographique des services de microfinance
1996,Indicateur microfinance,Taux de penetration demographique des services de microfinance
1997,Indicateur microfinance,Taux de penetration demographique des services de microfinance
1998,Indicateur microfinance,Taux de penetration demographique des services de microfinance
1999,Indicateur microfinance,Taux de penetration demographique des services de microfinance
2000,Indicateur microfinance,Taux de penetration demographique des services de microfinance
2001,Indicateur microfinance,Taux de penetration demographique des services de microfinance
2002,Indicateur microfinance,Taux de penetration demographique des services de microfinance
2003,Indicateur microfinance,Taux de penetration demographique des services de microfinance
2004,Indicateur microfinance,Taux de penetration demographique des services de microfinance
2005,Indicateur microfinance,Taux de penetration demographique des services de microfinance
2006,Indicateur microfinance,Taux de penetration demographique des services de microfinance,0.181
2007,Indicateur microfinance,Taux de penetration demographique des services de microfinance,0.179
2008,Indicateur microfinance,Taux de penetration demographique des services de microfinance,0.178
2009,Indicateur microfinance,Taux de penetration demographique des services de microfinance,0.179
2010,Indicateur microfinance,Taux de penetration demographique des services de microfinance,0.178
2011,Indicateur microfinance,Taux de penetration demographique des services de microfinance,0.175
2012,Indicateur microfinance,Taux de penetration demographique des services de microfinance,0.235
2013,Indicateur microfinance,Taux de penetration demographique des services de microfinance,0.232
2014,Indicateur microfinance,Taux de penetration demographique des services de microfinance,0.227
2015,Indicateur microfinance,Taux de penetration demographique des services de microfinance,0.212
2016,Indicateur microfinance,Taux de penetration demographique des services de microfinance,0.237
2017,Indicateur microfinance,Taux de penetration demographique des services de microfinance,0.246
2018,Indicateur microfinance,Taux de penetration demographique des services de microfinance,0.26
2019,Indicateur microfinance,Taux de penetration demographique des services de microfinance,0.25
2020,Indicateur microfinance,Taux de penetration demographique des services de microfinance
1970,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
1971,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
1972,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
1973,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
1974,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
1975,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
1976,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
1977,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
1978,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
1979,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
1980,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
1981,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
1982,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
1983,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
1984,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
1985,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
1986,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
1987,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
1988,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
1989,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
1990,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
1991,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
1992,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
1993,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
1994,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
1995,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
1996,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
1997,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
1998,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
1999,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
2000,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
2001,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
2002,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
2003,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
2004,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
2005,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
2006,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
2007,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
2008,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
2009,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
2010,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
2011,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique,0.873
2012,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique,3.023
2013,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique,7.118
2014,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique,14.301
2015,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique,21.734
2016,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique,23.765
2017,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique,33.935
2018,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique,58.854
2019,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique,113.481
2020,Indicateur microfinance,Taux de penetration demographique des services de monnaie electronique
1970,Indicateur microfinance,Taux global de penetration demographique des services financiers
1971,Indicateur microfinance,Taux global de penetration demographique des services financiers
1972,Indicateur microfinance,Taux global de penetration demographique des services financiers
1973,Indicateur microfinance,Taux global de penetration demographique des services financiers
1974,Indicateur microfinance,Taux global de penetration demographique des services financiers
1975,Indicateur microfinance,Taux global de penetration demographique des services financiers
1976,Indicateur microfinance,Taux global de penetration demographique des services financiers
1977,Indicateur microfinance,Taux global de penetration demographique des services financiers
1978,Indicateur microfinance,Taux global de penetration demographique des services financiers
1979,Indicateur microfinance,Taux global de penetration demographique des services financiers
1980,Indicateur microfinance,Taux global de penetration demographique des services financiers
1981,Indicateur microfinance,Taux global de penetration demographique des services financiers
1982,Indicateur microfinance,Taux global de penetration demographique des services financiers
1983,Indicateur microfinance,Taux global de penetration demographique des services financiers
1984,Indicateur microfinance,Taux global de penetration demographique des services financiers
1985,Indicateur microfinance,Taux global de penetration demographique des services financiers
1986,Indicateur microfinance,Taux global de penetration demographique des services financiers
1987,Indicateur microfinance,Taux global de penetration demographique des services financiers
1988,Indicateur microfinance,Taux global de penetration demographique des services financiers
1989,Indicateur microfinance,Taux global de penetration demographique des services financiers
1990,Indicateur microfinance,Taux global de penetration demographique des services financiers
1991,Indicateur microfinance,Taux global de penetration demographique des services financiers
1992,Indicateur microfinance,Taux global de penetration demographique des services financiers
1993,Indicateur microfinance,Taux global de penetration demographique des services financiers
1994,Indicateur microfinance,Taux global de penetration demographique des services financiers
1995,Indicateur microfinance,Taux global de penetration demographique des services financiers
1996,Indicateur microfinance,Taux global de penetration demographique des services financiers
1997,Indicateur microfinance,Taux global de penetration demographique des services financiers
1998,Indicateur microfinance,Taux global de penetration demographique des services financiers
1999,Indicateur microfinance,Taux global de penetration demographique des services financiers
2000,Indicateur microfinance,Taux global de penetration demographique des services financiers
2001,Indicateur microfinance,Taux global de penetration demographique des services financiers
2002,Indicateur microfinance,Taux global de penetration demographique des services financiers
2003,Indicateur microfinance,Taux global de penetration demographique des services financiers
2004,Indicateur microfinance,Taux global de penetration demographique des services financiers
2005,Indicateur microfinance,Taux global de penetration demographique des services financiers
2006,Indicateur microfinance,Taux global de penetration demographique des services financiers,0.381
2007,Indicateur microfinance,Taux global de penetration demographique des services financiers,0.458
2008,Indicateur microfinance,Taux global de penetration demographique des services financiers,0.613
2009,Indicateur microfinance,Taux global de penetration demographique des services financiers,0.631
2010,Indicateur microfinance,Taux global de penetration demographique des services financiers,0.892
2011,Indicateur microfinance,Taux global de penetration demographique des services financiers,1.835
2012,Indicateur microfinance,Taux global de penetration demographique des services financiers,4.073
2013,Indicateur microfinance,Taux global de penetration demographique des services financiers,8.299
2014,Indicateur microfinance,Taux global de penetration demographique des services financiers,15.583
2015,Indicateur microfinance,Taux global de penetration demographique des services financiers,23.032
2016,Indicateur microfinance,Taux global de penetration demographique des services financiers,25.111
2017,Indicateur microfinance,Taux global de penetration demographique des services financiers,35.441
2018,Indicateur microfinance,Taux global de penetration demographique des services financiers,60.213
2019,Indicateur microfinance,Taux global de penetration demographique des services financiers,114.892
2020,Indicateur microfinance,Taux de penetration geographique des services bancaires
1970,Indicateur microfinance,Taux de penetration geographique des services bancaires
1971,Indicateur microfinance,Taux de penetration geographique des services bancaires
1972,Indicateur microfinance,Taux de penetration geographique des services bancaires
1973,Indicateur microfinance,Taux de penetration geographique des services bancaires
1974,Indicateur microfinance,Taux de penetration geographique des services bancaires
1975,Indicateur microfinance,Taux de penetration geographique des services bancaires
1976,Indicateur microfinance,Taux de penetration geographique des services bancaires
1977,Indicateur microfinance,Taux de penetration geographique des services bancaires
1978,Indicateur microfinance,Taux de penetration geographique des services bancaires
1979,Indicateur microfinance,Taux de penetration geographique des services bancaires
1980,Indicateur microfinance,Taux de penetration geographique des services bancaires
1981,Indicateur microfinance,Taux de penetration geographique des services bancaires
1982,Indicateur microfinance,Taux de penetration geographique des services bancaires
1983,Indicateur microfinance,Taux de penetration geographique des services bancaires
1984,Indicateur microfinance,Taux de penetration geographique des services bancaires
1985,Indicateur microfinance,Taux de penetration geographique des services bancaires
1986,Indicateur microfinance,Taux de penetration geographique des services bancaires
1987,Indicateur microfinance,Taux de penetration geographique des services bancaires
1988,Indicateur microfinance,Taux de penetration geographique des services bancaires
1989,Indicateur microfinance,Taux de penetration geographique des services bancaires
1990,Indicateur microfinance,Taux de penetration geographique des services bancaires
1991,Indicateur microfinance,Taux de penetration geographique des services bancaires
1992,Indicateur microfinance,Taux de penetration geographique des services bancaires
1993,Indicateur microfinance,Taux de penetration geographique des services bancaires
1994,Indicateur microfinance,Taux de penetration geographique des services bancaires
1995,Indicateur microfinance,Taux de penetration geographique des services bancaires
1996,Indicateur microfinance,Taux de penetration geographique des services bancaires
1997,Indicateur microfinance,Taux de penetration geographique des services bancaires
1998,Indicateur microfinance,Taux de penetration geographique des services bancaires
1999,Indicateur microfinance,Taux de penetration geographique des services bancaires
2000,Indicateur microfinance,Taux de penetration geographique des services bancaires
2001,Indicateur microfinance,Taux de penetration geographique des services bancaires
2002,Indicateur microfinance,Taux de penetration geographique des services bancaires
2003,Indicateur microfinance,Taux de penetration geographique des services bancaires
2004,Indicateur microfinance,Taux de penetration geographique des services bancaires
2005,Indicateur microfinance,Taux de penetration geographique des services bancaires
2006,Indicateur microfinance,Taux de penetration geographique des services bancaires,0.332
2007,Indicateur microfinance,Taux de penetration geographique des services bancaires,0.614
2008,Indicateur microfinance,Taux de penetration geographique des services bancaires,0.862
2009,Indicateur microfinance,Taux de penetration geographique des services bancaires,0.973
2010,Indicateur microfinance,Taux de penetration geographique des services bancaires,2.718
2011,Indicateur microfinance,Taux de penetration geographique des services bancaires,3.087
2012,Indicateur microfinance,Taux de penetration geographique des services bancaires,3.295
2013,Indicateur microfinance,Taux de penetration geographique des services bancaires,3.93
2014,Indicateur microfinance,Taux de penetration geographique des services bancaires,4.46
2015,Indicateur microfinance,Taux de penetration geographique des services bancaires,4.736
2016,Indicateur microfinance,Taux de penetration geographique des services bancaires,4.959
2017,Indicateur microfinance,Taux de penetration geographique des services bancaires,5.836
2018,Indicateur microfinance,Taux de penetration geographique des services bancaires,5.223
2019,Indicateur microfinance,Taux de penetration geographique des services bancaires,5.66
2020,Indicateur microfinance,Taux de penetration geographique des services bancaires
1970,Indicateur microfinance,Taux de penetration geographique des services de microfinance
1971,Indicateur microfinance,Taux de penetration geographique des services de microfinance
1972,Indicateur microfinance,Taux de penetration geographique des services de microfinance
1973,Indicateur microfinance,Taux de penetration geographique des services de microfinance
1974,Indicateur microfinance,Taux de penetration geographique des services de microfinance
1975,Indicateur microfinance,Taux de penetration geographique des services de microfinance
1976,Indicateur microfinance,Taux de penetration geographique des services de microfinance
1977,Indicateur microfinance,Taux de penetration geographique des services de microfinance
1978,Indicateur microfinance,Taux de penetration geographique des services de microfinance
1979,Indicateur microfinance,Taux de penetration geographique des services de microfinance
1980,Indicateur microfinance,Taux de penetration geographique des services de microfinance
1981,Indicateur microfinance,Taux de penetration geographique des services de microfinance
1982,Indicateur microfinance,Taux de penetration geographique des services de microfinance
1983,Indicateur microfinance,Taux de penetration geographique des services de microfinance
1984,Indicateur microfinance,Taux de penetration geographique des services de microfinance
1985,Indicateur microfinance,Taux de penetration geographique des services de microfinance
1986,Indicateur microfinance,Taux de penetration geographique des services de microfinance
1987,Indicateur microfinance,Taux de penetration geographique des services de microfinance
1988,Indicateur microfinance,Taux de penetration geographique des services de microfinance
1989,Indicateur microfinance,Taux de penetration geographique des services de microfinance
1990,Indicateur microfinance,Taux de penetration geographique des services de microfinance
1991,Indicateur microfinance,Taux de penetration geographique des services de microfinance
1992,Indicateur microfinance,Taux de penetration geographique des services de microfinance
1993,Indicateur microfinance,Taux de penetration geographique des services de microfinance
1994,Indicateur microfinance,Taux de penetration geographique des services de microfinance
1995,Indicateur microfinance,Taux de penetration geographique des services de microfinance
1996,Indicateur microfinance,Taux de penetration geographique des services de microfinance
1997,Indicateur microfinance,Taux de penetration geographique des services de microfinance
1998,Indicateur microfinance,Taux de penetration geographique des services de microfinance
1999,Indicateur microfinance,Taux de penetration geographique des services de microfinance
2000,Indicateur microfinance,Taux de penetration geographique des services de microfinance
2001,Indicateur microfinance,Taux de penetration geographique des services de microfinance
2002,Indicateur microfinance,Taux de penetration geographique des services de microfinance
2003,Indicateur microfinance,Taux de penetration geographique des services de microfinance
2004,Indicateur microfinance,Taux de penetration geographique des services de microfinance
2005,Indicateur microfinance,Taux de penetration geographique des services de microfinance
2006,Indicateur microfinance,Taux de penetration geographique des services de microfinance,0.623
2007,Indicateur microfinance,Taux de penetration geographique des services de microfinance,0.635
2008,Indicateur microfinance,Taux de penetration geographique des services de microfinance,0.651
2009,Indicateur microfinance,Taux de penetration geographique des services de microfinance,0.673
2010,Indicateur microfinance,Taux de penetration geographique des services de microfinance,0.688
2011,Indicateur microfinance,Taux de penetration geographique des services de microfinance,0.697
2012,Indicateur microfinance,Taux de penetration geographique des services de microfinance,0.961
2013,Indicateur microfinance,Taux de penetration geographique des services de microfinance,0.976
2014,Indicateur microfinance,Taux de penetration geographique des services de microfinance,0.97
2015,Indicateur microfinance,Taux de penetration geographique des services de microfinance,0.936
2016,Indicateur microfinance,Taux de penetration geographique des services de microfinance,1.085
2017,Indicateur microfinance,Taux de penetration geographique des services de microfinance,1.162
2018,Indicateur microfinance,Taux de penetration geographique des services de microfinance,1.265
2019,Indicateur microfinance,Taux de penetration geographique des services de microfinance,1.249
2020,Indicateur microfinance,Taux de penetration geographique des services de microfinance
1970,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
1971,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
1972,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
1973,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
1974,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
1975,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
1976,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
1977,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
1978,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
1979,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
1980,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
1981,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
1982,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
1983,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
1984,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
1985,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
1986,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
1987,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
1988,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
1989,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
1990,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
1991,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
1992,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
1993,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
1994,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
1995,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
1996,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
1997,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
1998,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
1999,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
2000,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
2001,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
2002,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
2003,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
2004,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
2005,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
2006,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
2007,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
2008,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
2009,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
2010,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
2011,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique,3.468
2012,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique,12.357
2013,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique,29.928
2014,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique,61.204
2015,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique,96.135
2016,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique,108.616
2017,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique,160.507
2018,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique,286.527
2019,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique,566.839
2020,Indicateur microfinance,Taux de penetration geographique des services de monnaie electronique
1970,Indicateur microfinance,Taux global de penetration geographique des services financiers
1971,Indicateur microfinance,Taux global de penetration geographique des services financiers
1972,Indicateur microfinance,Taux global de penetration geographique des services financiers
1973,Indicateur microfinance,Taux global de penetration geographique des services financiers
1974,Indicateur microfinance,Taux global de penetration geographique des services financiers
1975,Indicateur microfinance,Taux global de penetration geographique des services financiers
1976,Indicateur microfinance,Taux global de penetration geographique des services financiers
1977,Indicateur microfinance,Taux global de penetration geographique des services financiers
1978,Indicateur microfinance,Taux global de penetration geographique des services financiers
1979,Indicateur microfinance,Taux global de penetration geographique des services financiers
1980,Indicateur microfinance,Taux global de penetration geographique des services financiers
1981,Indicateur microfinance,Taux global de penetration geographique des services financiers
1982,Indicateur microfinance,Taux global de penetration geographique des services financiers
1983,Indicateur microfinance,Taux global de penetration geographique des services financiers
1984,Indicateur microfinance,Taux global de penetration geographique des services financiers
1985,Indicateur microfinance,Taux global de penetration geographique des services financiers
1986,Indicateur microfinance,Taux global de penetration geographique des services financiers
1987,Indicateur microfinance,Taux global de penetration geographique des services financiers
1988,Indicateur microfinance,Taux global de penetration geographique des services financiers
1989,Indicateur microfinance,Taux global de penetration geographique des services financiers
1990,Indicateur microfinance,Taux global de penetration geographique des services financiers
1991,Indicateur microfinance,Taux global de penetration geographique des services financiers
1992,Indicateur microfinance,Taux global de penetration geographique des services financiers
1993,Indicateur microfinance,Taux global de penetration geographique des services financiers
1994,Indicateur microfinance,Taux global de penetration geographique des services financiers
1995,Indicateur microfinance,Taux global de penetration geographique des services financiers
1996,Indicateur microfinance,Taux global de penetration geographique des services financiers
1997,Indicateur microfinance,Taux global de penetration geographique des services financiers
1998,Indicateur microfinance,Taux global de penetration geographique des services financiers
1999,Indicateur microfinance,Taux global de penetration geographique des services financiers
2000,Indicateur microfinance,Taux global de penetration geographique des services financiers
2001,Indicateur microfinance,Taux global de penetration geographique des services financiers
2002,Indicateur microfinance,Taux global de penetration geographique des services financiers
2003,Indicateur microfinance,Taux global de penetration geographique des services financiers
2004,Indicateur microfinance,Taux global de penetration geographique des services financiers
2005,Indicateur microfinance,Taux global de penetration geographique des services financiers
2006,Indicateur microfinance,Taux global de penetration geographique des services financiers,1.28
2007,Indicateur microfinance,Taux global de penetration geographique des services financiers,1.584
2008,Indicateur microfinance,Taux global de penetration geographique des services financiers,2.197
2009,Indicateur microfinance,Taux global de penetration geographique des services financiers,2.331
2010,Indicateur microfinance,Taux global de penetration geographique des services financiers,3.406
2011,Indicateur microfinance,Taux global de penetration geographique des services financiers,7.253
2012,Indicateur microfinance,Taux global de penetration geographique des services financiers,16.613
2013,Indicateur microfinance,Taux global de penetration geographique des services financiers,34.834
2014,Indicateur microfinance,Taux global de penetration geographique des services financiers,66.635
2015,Indicateur microfinance,Taux global de penetration geographique des services financiers,101.807
2016,Indicateur microfinance,Taux global de penetration geographique des services financiers,114.66
2017,Indicateur microfinance,Taux global de penetration geographique des services financiers,167.506
2018,Indicateur microfinance,Taux global de penetration geographique des services financiers,293.014
2019,Indicateur microfinance,Taux global de penetration geographique des services financiers,573.748
2020,Indicateur microfinance,Taux global de penetration geographique des services financiers
1970,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale)
1971,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale)
1972,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale)
1973,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale)
1974,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale)
1975,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale)
1976,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale)
1977,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale)
1978,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale)
1979,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale)
1980,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale)
1981,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale)
1982,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale)
1983,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale)
1984,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale)
1985,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale)
1986,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale)
1987,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale)
1988,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale)
1989,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale)
1990,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale)
1991,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale)
1992,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale)
1993,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale)
1994,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale)
1995,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale)
1996,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale)
1997,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale)
1998,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale)
1999,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale)
2000,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale)
2001,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale)
2002,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale)
2003,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale)
2004,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale)
2005,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale)
2006,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale),3.742
2007,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale),3.797
2008,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale),4.164
2009,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale),5.434
2010,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale),6.735
2011,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale),11.532
2012,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale),9.751
2013,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale),9.857
2014,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale),9.326
2015,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale),9.533
2016,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale),0
2017,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale),0
2018,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale),0
2019,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale),0
2020,Indicateur microfinance,Taux d'utilisation des services bancaires (base population totale)
1970,Indicateur microfinance,Taux de bancarisation strict (base population totale)
1971,Indicateur microfinance,Taux de bancarisation strict (base population totale)
1972,Indicateur microfinance,Taux de bancarisation strict (base population totale)
1973,Indicateur microfinance,Taux de bancarisation strict (base population totale)
1974,Indicateur microfinance,Taux de bancarisation strict (base population totale)
1975,Indicateur microfinance,Taux de bancarisation strict (base population totale)
1976,Indicateur microfinance,Taux de bancarisation strict (base population totale)
1977,Indicateur microfinance,Taux de bancarisation strict (base population totale)
1978,Indicateur microfinance,Taux de bancarisation strict (base population totale)
1979,Indicateur microfinance,Taux de bancarisation strict (base population totale)
1980,Indicateur microfinance,Taux de bancarisation strict (base population totale)
1981,Indicateur microfinance,Taux de bancarisation strict (base population totale)
1982,Indicateur microfinance,Taux de bancarisation strict (base population totale)
1983,Indicateur microfinance,Taux de bancarisation strict (base population totale)
1984,Indicateur microfinance,Taux de bancarisation strict (base population totale)
1985,Indicateur microfinance,Taux de bancarisation strict (base population totale)
1986,Indicateur microfinance,Taux de bancarisation strict (base population totale)
1987,Indicateur microfinance,Taux de bancarisation strict (base population totale)
1988,Indicateur microfinance,Taux de bancarisation strict (base population totale)
1989,Indicateur microfinance,Taux de bancarisation strict (base population totale)
1990,Indicateur microfinance,Taux de bancarisation strict (base population totale)
1991,Indicateur microfinance,Taux de bancarisation strict (base population totale)
1992,Indicateur microfinance,Taux de bancarisation strict (base population totale)
1993,Indicateur microfinance,Taux de bancarisation strict (base population totale)
1994,Indicateur microfinance,Taux de bancarisation strict (base population totale)
1995,Indicateur microfinance,Taux de bancarisation strict (base population totale)
1996,Indicateur microfinance,Taux de bancarisation strict (base population totale)
1997,Indicateur microfinance,Taux de bancarisation strict (base population totale)
1998,Indicateur microfinance,Taux de bancarisation strict (base population totale)
1999,Indicateur microfinance,Taux de bancarisation strict (base population totale)
2000,Indicateur microfinance,Taux de bancarisation strict (base population totale)
2001,Indicateur microfinance,Taux de bancarisation strict (base population totale)
2002,Indicateur microfinance,Taux de bancarisation strict (base population totale)
2003,Indicateur microfinance,Taux de bancarisation strict (base population totale)
2004,Indicateur microfinance,Taux de bancarisation strict (base population totale)
2005,Indicateur microfinance,Taux de bancarisation strict (base population totale)
2006,Indicateur microfinance,Taux de bancarisation strict (base population totale),3.907
2007,Indicateur microfinance,Taux de bancarisation strict (base population totale),3.959
